"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3758187",23938752,"10.1098/rstb.2012.0503","Royal Society","Philosophical Transactions B","0962-8436, 1471-2970","Identification of an Ancient Endogenous Retrovirus, Predating the Divergence of the Placental Mammals",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:56Z importer] normalised PMCID PMC3758187 to PMC3758187

[2016-05-20T11:39:56Z importer] normalised DOI 10.1098/rstb.2012.0503 to 10.1098/rstb.2012.0503

[2016-05-20T11:50:29Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:29Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:29Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:50:29Z processor] Journal with ISSN 0962-8436,1471-2970 was not found in DOAJ; assuming Hybrid",
,"PMC4030584",23898885,"10.1111/pbi.12096","Wiley-Blackwell","Plant Biotechnology Journal","1467-7644, 1467-7652","Characterization and downstream mannose phosphorylation of human recombinant a-L-iduronidase produced in Arabidopsis complex glycan-deficient (cgl) seeds",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",0.7,"True","True","[2016-05-20T11:50:30Z processor] 0 metadata records found for exact title match - unable to uniquely identify by this string

[2016-05-20T11:50:31Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:31Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:31Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:50:31Z processor] Journal with ISSN 1467-7644,1467-7652 was not found in DOAJ; assuming Hybrid",
,"PMC3844139",23722617,"10.1183/09031936.00153712","European Respiratory Society","European Respiratory Journal","0903-1936, 1399-3003","The impact of COPD on health status: findings from the BOLD study",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:56Z importer] normalised PMCID PMC3844139 to PMC3844139

[2016-05-20T11:39:56Z importer] normalised DOI 10.1183/09031936.00153712 to 10.1183/09031936.00153712

[2016-05-20T11:50:32Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:32Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:32Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:32Z processor] Journal with ISSN 0903-1936,1399-3003 was not found in DOAJ; assuming Hybrid",
,"PMC3785133",23322269,"10.1039/c2cc38382a","Royal Society of Chemistry","Chemical Communication","1359-7345, 1364-548X","A new class of NO-donor pro-drugs triggered by γ-glutamyl transpeptidase with potential for reno-selective vasodilatation",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:56Z importer] normalised PMCID PMC3785133 to PMC3785133

[2016-05-20T11:39:56Z importer] normalised DOI 10.1039/c2cc38382a to 10.1039/c2cc38382a

[2016-05-20T11:50:32Z processor] Journal with ISSN 1359-7345,1364-548X was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:45Z oag] PMC3785133 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:12Z oag] 10.1039/c2cc38382a - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:02:11Z oag] 23322269 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3678888",24047764,"10.1097/QAD.0b013e3283601b90","Lippincott Williams & Wilkins","AIDS","0269-9370, 1473-5571","Grassroots Community Organisations' Contribution to the Scale-Up of HIV Testing and Counselling Services in Zimbabwe",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:56Z importer] normalised PMCID PMC3678888 to PMC3678888

[2016-05-20T11:39:56Z importer] normalised DOI 10.1097/QAD.0b013e3283601b90 to 10.1097/QAD.0b013e3283601b90

[2016-05-20T11:50:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0 which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:33Z processor] Journal with ISSN 0269-9370,1473-5571 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3713766",23525033,"10.1097/QAD.0b013e3283601b90","Lippincott Williams & Wilkins","AIDS","0269-9370, 1473-5571","HIV infected adolescents in Southern Africa can achieve good treatment outcomes: Results from a large retrospective cohort study.",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3713766 to PMC3713766

[2016-05-20T11:39:57Z importer] normalised DOI 10.1097/QAD.0b013e3283601b90 to 10.1097/QAD.0b013e3283601b90

[2016-05-20T11:50:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0 which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:33Z processor] Journal with ISSN 0269-9370,1473-5571 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3748854",23842136,"10.1097/QAD.0b013e3283629095","Lippincott Williams & Wilkins","AIDS","0269-9370, 1473-5571","Evaluation of an empiric risk screening score to identify acute and early HIV-1 infection among MSM in Coastal Kenya.",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3748854 to PMC3748854

[2016-05-20T11:39:57Z importer] normalised DOI 10.1097/QAD.0b013e3283629095 to 10.1097/QAD.0b013e3283629095

[2016-05-20T11:50:34Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:34Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:34Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0 which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:34Z processor] Journal with ISSN 0269-9370,1473-5571 was not found in DOAJ; assuming Hybrid",
,,,,"American Society for Nutrition","American Journal of Clinical Nutrition",,"The association between breastfeeding and HIV on postpartum maternal weight changes over 24 months in rural South Africa",,,,,,,,,,"unknown",,"unknown",,,,"False","False","[2016-05-20T11:50:35Z processor] 0 metadata records found for exact title match - unable to uniquely identify by this string

[2016-05-20T11:50:41Z processor] 25 metadata records found for fuzzy title match - unable to uniquely identify by this method

[2016-05-20T11:50:41Z processor] EPMC metadata not found by any means available

[2016-05-20T11:50:41Z processor] unable to locate any metadata record in EPMC for the combination of identifiers/title; giving up",
,"PMC3398262",22214525,"10.1186/1741-7007-10-1","BioMed Central","BMC Biology","1741-7007","Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3398262 to PMC3398262

[2016-05-20T11:39:57Z importer] normalised DOI 10.1186/1741-7007-10-1 to 10.1186/1741-7007-10-1

[2016-05-20T11:50:41Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:41Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:41Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:50:41Z processor] Journal with ISSN 1741-7007 was found in DOAJ; assuming OA",
,"PMC3566971",22898292,"10.1186/1741-7015-10-93","BioMed Central","BMC Medicine","1741-7015","Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3566971 to PMC3566971

[2016-05-20T11:39:57Z importer] normalised DOI 10.1186/1741-7015-10-93 to 10.1186/1741-7015-10-93

[2016-05-20T11:50:42Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:42Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:42Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:50:42Z processor] Journal with ISSN 1741-7015 was found in DOAJ; assuming OA",
,"PMC3616814",23557090,"10.1186/1741-7015-11-97","BioMed Central","BMC Medicine","1741-7015","Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3616814 to PMC3616814

[2016-05-20T11:39:57Z importer] normalised DOI 10.1186/1741-7015-11-97 to 10.1186/1741-7015-11-97

[2016-05-20T11:50:42Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:42Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:42Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:50:42Z processor] Journal with ISSN 1741-7015 was found in DOAJ; assuming OA",
,"PMC4231603",24168211,"10.1186/1741-7015-11-231","BioMed Central","BMC Medicine","1741-7015","HIV-associated tuberculosis: relationship between disease severity and the sensitivity of new sputum-based and urine-based diagnostic assays",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:57Z importer] normalised PMID 24168211 to 24168211

[2016-05-20T11:39:57Z importer] normalised DOI 10.1186/1741-7015-11-231 to 10.1186/1741-7015-11-231

[2016-05-20T11:50:43Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:43Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:43Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:50:43Z processor] Journal with ISSN 1741-7015 was found in DOAJ; assuming OA",
,"PMC3610641",23168836,"10.1038/mi.2012.108","Nature Publishing Group","Mucosal Immunology","1933-0219, 1935-3456","Endogenous IL-21 regulates pathogenic mucosal CD4 T-cell responses during enhanced RSV disease in mice",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3610641 to PMC3610641

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/mi.2012.108 to 10.1038/mi.2012.108

[2016-05-20T11:50:43Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:43Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:43Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0/ which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:43Z processor] Journal with ISSN 1933-0219,1935-3456 was not found in DOAJ; assuming Hybrid",
,"PMC3684776",23212197,"10.1038/mi.2012.118","Nature Publishing Group","Mucosal Immunology","1933-0219, 1935-3456","Impaired innate interferon induction in severe therapy resistant atopic",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3684776 to PMC3684776

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/mi.2012.118 to 10.1038/mi.2012.118

[2016-05-20T11:50:44Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:44Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:44Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0/ which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:44Z processor] Journal with ISSN 1933-0219,1935-3456 was not found in DOAJ; assuming Hybrid",
,"PMC3806405",23385428,"10.1038/mi.2013.3","Nature Publishing Group","Mucosal Immunology","1933-0219, 1935-3456","γδ T cells suppress inflammation and disease during rhinovirus-induced asthma exacerbations",,,,,,,,"True","True","False","True","cc-by-nc-sa","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3806405 to PMC3806405

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/mi.2013.3 to 10.1038/mi.2013.3

[2016-05-20T11:50:44Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:44Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:44Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-sa/3.0/ which gives us licence type cc-by-nc-sa

[2016-05-20T11:50:44Z processor] Journal with ISSN 1933-0219,1935-3456 was not found in DOAJ; assuming Hybrid",
,"PMC3574974",22910217,"10.1038/mi.2012.75","Nature Publishing Group","Mucosal Immunology","1933-0219, 1935-3456","CTLA-4 promotes Foxp3 induction and regulatory T cell accumulation in the intestinal lamina propria",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3574974 to PMC3574974

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/mi.2012.75 to 10.1038/mi.2012.75

[2016-05-20T11:50:45Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:45Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:45Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0/ which gives us licence type cc-by-nc-nd

[2016-05-20T11:50:45Z processor] Journal with ISSN 1933-0219,1935-3456 was not found in DOAJ; assuming Hybrid",
,"PMC3869428",23758132,"10.1089/ars.2013.5458","Mary Ann Liebert","Antioxidants and Redox Signaling","1523-0864, 1557-7716","Does oxidative inactivation of CD45 phosphatase in rheumatoid arthritis underlie immune hyporesponsiveness?",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3869428 to PMC3869428

[2016-05-20T11:39:57Z importer] normalised DOI 10.1089/ars.2013.5458 to 10.1089/ars.2013.5458

[2016-05-20T11:50:45Z processor] Journal with ISSN 1523-0864,1557-7716 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:47Z oag] PMC3869428 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1089/ars.2013.5458 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:02:11Z oag] 23758132 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3869436",23706023,"10.1089/ars.2013.5199","Mary Ann Liebert","Antioxidants and Redox Signaling","1523-0864, 1557-7716","Ybp1 and Gpx3 signalling in Candida albicans govern hydrogen peroxide-induced oxidation of the Cap 1 transcription factor and macrophage escape",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3869436 to PMC3869436

[2016-05-20T11:39:57Z importer] normalised DOI 10.1089/ars.2013.5199 to 10.1089/ars.2013.5199

[2016-05-20T11:50:45Z processor] Journal with ISSN 1523-0864,1557-7716 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:48Z oag] PMC3869436 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:15Z oag] 10.1089/ars.2013.5199 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:02:11Z oag] 23706023 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3526897",22770501,"10.1089/ars.2012.4597","Mary Ann Liebert","Antioxidants and Redox Signaling","1523-0864, 1557-7716","Oxidation of the Yeast Mitochondrial Thioredoxin Promotes Cell Death",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3526897 to PMC3526897

[2016-05-20T11:39:57Z importer] normalised DOI 10.1089/ars.2012.4597 to 10.1089/ars.2012.4597

[2016-05-20T11:50:46Z processor] Journal with ISSN 1523-0864,1557-7716 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:47Z oag] PMC3526897 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1089/ars.2012.4597 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:01:32Z oag] 22770501 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3818079",23999103,"10.1038/embor.2013.138","Nature Publishing Group","EMBO Reports","1469-221X, 1469-3178","Chemerin15 inhibits neutrophil-mediated vascular inflammation and myocardial ischemia-reperfusion injury through ChenR23",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3818079 to PMC3818079

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/embor.2013.138 to 10.1038/embor.2013.138

[2016-05-20T11:50:46Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:46Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:46Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0 which gives us licence type cc-by

[2016-05-20T11:50:46Z processor] Journal with ISSN 1469-221X,1469-3178 was not found in DOAJ; assuming Hybrid",
,"PMC3615658",23412472,"10.1038/embor.2013.15","Nature Publishing Group","EMBO Reports","1469-221X, 1469-3178","Physiological release of endogenous tau is stimulated by neuronal activity",,,,,,,,"True","True","False","True","cc-by-nc-sa","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3615658 to PMC3615658

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/embor.2013.15 to 10.1038/embor.2013.15

[2016-05-20T11:50:46Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:46Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:46Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-sa/3.0/ which gives us licence type cc-by-nc-sa

[2016-05-20T11:50:47Z processor] Journal with ISSN 1469-221X,1469-3178 was not found in DOAJ; assuming Hybrid",
,"PMC3701237",23670199,"10.1038/embor.2013.67","Nature Publishing Group","EMBO Reports","1469-221X, 1469-3178","Prdm14 promotes germline fate and naïve pluripotency by7 repressing FGF signalling and DNA methylation",,,,,,,,"True","False","unknown","False","cc-by","publisher","hybrid",1,"True","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3701237 to PMC3701237

[2016-05-20T11:39:57Z importer] normalised DOI 10.1038/embor.2013.67 to 10.1038/embor.2013.67

[2016-05-20T11:50:47Z processor] Journal with ISSN 1469-221X,1469-3178 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:49Z oag] PMC3701237 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1038/embor.2013.67 - License decided by scraping the resource at http://embor.embopress.org/content/14/7/629 and looking for the following license statement: ""This is an open access article under the terms of the <a href=""http://creativecommons.org/licenses/by/3.0/"">Creative Commons Attribution</a> License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited."".",
,"PMC3734580",23660474,"10.1074/mcp.M113.028589","American Society for Biochemistry and Molecular Biology","Molecular & Cellular Proteomics","1535-9476, 1535-9484","Heterogeneity in neutrophil microparticles reveals distinct proteome and function properties",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3734580 to PMC3734580

[2016-05-20T11:39:57Z importer] normalised DOI 10.1074/mcp.M113.028589 to 10.1074/mcp.M113.028589

[2016-05-20T11:50:47Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:47Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:47Z processor] Fulltext XML licence description contains the licence text http://creativecommons.org/licenses/by which gives us licence type cc-by

[2016-05-20T11:50:48Z processor] Journal with ISSN 1535-9476,1535-9484 was not found in DOAJ; assuming Hybrid",
,"PMC3591657",23242552,"10.1074/mcp.M112.024547","American Society for Biochemistry and Molecular Biology","Molecular & Cellular Proteomics","1535-9476, 1535-9484","Global Subcellular Characterisation of Protein Degradation using Quantitative Proteomics",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3591657 to PMC3591657

[2016-05-20T11:39:57Z importer] normalised DOI 10.1074/mcp.M112.024547 to 10.1074/mcp.M112.024547

[2016-05-20T11:50:48Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:48Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:48Z processor] Fulltext XML licence description contains the licence text http://creativecommons.org/licenses/by-nc which gives us licence type cc-by-nc

[2016-05-20T11:50:48Z processor] Journal with ISSN 1535-9476,1535-9484 was not found in DOAJ; assuming Hybrid",
,"PMC3518124",23033476,"10.1074/mcp.M112.019562","American Society for Biochemistry and Molecular Biology","Molecular & Cellular Proteomics","1535-9476, 1535-9484","Dynamics of ribosomal protein S1 on a bacterial ribosome with cross-linking and mass spectrometry.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3518124 to PMC3518124

[2016-05-20T11:39:57Z importer] normalised DOI 10.1074/mcp.M112.019562 to 10.1074/mcp.M112.019562

[2016-05-20T11:50:48Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:48Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:48Z processor] Fulltext XML licence description contains the licence text http://creativecommons.org/licenses/by-nc which gives us licence type cc-by-nc

[2016-05-20T11:50:49Z processor] Journal with ISSN 1535-9476,1535-9484 was not found in DOAJ; assuming Hybrid",
,"PMC3842181",23956175,"10.1093/hmg/ddt383","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Armet/Manf and Creld2 are components of a specialised ER stress response provoked by inappropriate",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3842181 to PMC3842181

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddt383 to 10.1093/hmg/ddt383

[2016-05-20T11:50:49Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:49Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:49Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:50:49Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3177649",21798870,"10.1093/hmg/ddr328","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3177649 to PMC3177649

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddr328 to 10.1093/hmg/ddr328

[2016-05-20T11:50:49Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:49Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:49Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5/ which gives us licence type cc-by-nc

[2016-05-20T11:50:49Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid",
,"PMC3263993",22068589,"10.1093/hmg/ddr509","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Next generatin sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3263993 to PMC3263993

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddr509 to 10.1093/hmg/ddr509

[2016-05-20T11:50:50Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:50Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:50Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5/ which gives us licence type cc-by-nc

[2016-05-20T11:50:50Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3313792",22210625,"10.1093/hmg/ddr608","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Impaired neural development in a zebrafish model for Lowe syndrome",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3313792 to PMC3313792

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddr608 to 10.1093/hmg/ddr608

[2016-05-20T11:50:50Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:50Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:50Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5/ which gives us licence type cc-by-nc

[2016-05-20T11:50:50Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3583518",20871098,"10.1093/hmg/ddr608","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Mitofusin 1 and mitofusin 2 are ubiquitinated in a PINK1/parkin-dependent manner upon induction of mitophagy",,,,,,,,"True","False","unknown","False","cc-by-nc","publisher","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3583518 to PMC3583518

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddr608 to 10.1093/hmg/ddr608

[2016-05-20T11:50:51Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:57:44Z oag] PMC3583518 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:14Z oag] 10.1093/hmg/ddr608 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:01:33Z oag] 20871098 - License decided by scraping the resource at http://hmg.oxfordjournals.org/content/19/24/4861 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",
