Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
1685,PMC3542422,PMC3246446,23312521,22215988,10.1016/j.neuron.2012.10.040,10.1371/journal.pmed.1001150,Fast silencing reveals a lost role for reciprocal inhibition in locomotion,Risk of violent crime in epilepsy and traumatice brain injury: 35-year Swedish population study
1686,PMC3752973,PMC3692470,23972602,23824655,10.1016/j.neuron.2013.06.027,10.1371/journal.pmed.1001474,Neural primacy of the salience processing system in schizophrenia,The Role of Adiposity in Cardiometabolic Traits: A Mendelian Randomization Analysis
1687,PMC3743026,PMC3679004,23595753,23776412,10.1523/jneurosci.0277-13.2013,10.1371/journal.pmed.1001459,Calcineurin signaling mediates activity-dependent relocation of the axon initial segment,"Associations between Active Travel to Work and Overweight, Hypertension, and Diabetes in India: A Cross-Sectional Study"
1688,PMC3427859,PMC2875410,22920257,20471354,10.1016/j.neuron.2012.06.015,10.1016/j.neuron.2010.04.037,The LIM-Homeodomain Protein Islet Dictates Motor Neuron Electrical Properties by Regulating K(+) Channel Expression,"Distinct contributions of rod, cone, and melanopsin photoreceptors to encoding irradiance"
1689,PMC3458212,PMC3748348,22998878,23719166,10.1016/j.neuron.2012.07.023,10.1016/j.neuron.2013.03.029,An agent independent axis for executed and modeled choice in medial prefrontal cortex,Attention induced variance and noise correclation reduction on macaque V1 is mediated by NMDA receptors
1690,PMC3744750,PMC3580285,23827394,23141075,10.1016/s1474-4422(13)70146-7,10.1016/j.neuron.2012.09.035,MRI investigation of the sensorimotor cortex and the corticospinal tract after acute spinal cord injury: a prospective longitudinal study,the emergence and representation of knowledge about social and non-social hierarchies
1691,PMC3984013,PMC3781326,24097313,24050398,10.1039/c3cs60198f,10.1016/j.neuron.2013.07.012,Cellular Nanotechnology: making biological interfaces smarter,Nanoscale-targeted patch clamp recordings of functional presynaptic ion channels
1692,PMC3558749,PMC3568920,23408158,23395378,10.1242/bio.20123228,10.1016/j.neuron.2012.11.026,Highly efficient bi-allelic mutation rates using TALENs in Xenopus tropicalis,Spike-driven glutamate electrodiffusion triggers synaptic potentiation via a Homer-dependent mGluR-NMDAR link
1693,PMC3744075,PMC3542422,23951409,23312521,10.1242/bio.20134788,10.1016/j.neuron.2012.10.040,Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain,Fast silencing reveals a lost role for reciprocal inhibition in locomotion
1694,PMC3744072,PMC3752973,23951406,23972602,10.1242/bio.20135280,10.1016/j.neuron.2013.06.027,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures,Neural primacy of the salience processing system in schizophrenia
1695,PMC3744067,PMC3743026,23951401,23595753,10.1242/bio.20134853,10.1523/JNEUROSCI.0277-13.2013,Nrf2 impacts cellular bioenergetics by controlling substrate availability for mitochondrial respiration,Calcineurin signaling mediates activity-dependent relocation of the axon initial segment
1696,PMC3744072,PMC3427859,23951406,22920257,10.1242/bio.20135280,10.1016/j.neuron.2012.06.015,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures,The LIM-Homeodomain Protein Islet Dictates Motor Neuron Electrical Properties by Regulating K(+) Channel Expression
1697,,PMC3458212,24228294,22998878,none,10.1016/j.neuron.2012.07.023,Fungal Disease in Britain and the United States 1850-2000,An agent independent axis for executed and modeled choice in medial prefrontal cortex
1698,PMC3724994,PMC3744750,23804098,23827394,10.1523/jneurosci.0123-13.2013,10.1016/S1474-4422(13)70146-7,Bradykinin controls pool size of sensory neurons expressing functional delta-opioid receptors,MRI investigation of the sensorimotor cortex and the corticospinal tract after acute spinal cord injury: a prospective longitudinal study
1699,PMC3627851,PMC3984013,23196857,24097313,10.1007/s10461-012-0356-1,10.1039/C3CS60198F,Why MSM in rural South African communities should be an HIV prevention research priority.,Cellular Nanotechnology: making biological interfaces smarter
1700,PMC3633780,PMC3558749,23494223,23408158,10.1007/s10461-013-0445-9,10.1242/bio.2012885,"Adherence to antiretroviral therapy and clinical outcomes among young adults reporting high-risk sexual behavior, including men who have sex with men, in coastal Kenya.",Highly efficient bi-allelic mutation rates using TALENs in Xenopus tropicalis
1701,PMC3475971,PMC3744075,22918538,23951409,10.1007/s00216-012-6335-6,10.1242/bio.20134788,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain
1702,PMC3778840,PMC3711043,23615932,23862023,10.1007/s00737-013-0353-z,10.1242/bio.20134853,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS),Olfactory ensheathing glia are required for embryonic olfactory axon targeting and the migration of gonadotrophin-releasing hormone neurons
1703,PMC3847282,PMC3744072,24085518,23951406,10.1007/s10522-013-9457-0,10.1242/bio.20135280,Shared Ageing Research Models (ShARM): A new facility to support ageing,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures
1704,PMC3764326,PMC3744067,23559403,23951401,10.1007/s10544-013-9759-7,10.1242/​bio.20134853,Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor,Nrf2 impacts cellular bioenergetics by controlling substrate availability for mitochondrial respiration
1705,unknown,PMC3507208,unknown,23213441,unknown,10.1242/bio.20135280,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus",DROSOPHILA SYNCRIP BINDS THE GURKEN MRNA LOCALISATION SIGNAL & REGULATES LOCALISED TRANSCRIPTS
1706,unknown,,unknown,24228294,unknown,,"Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum",Fungal Disease in Britain and the United States 1850-2000
1707,PMC3637647,PMC3724994,23129312,23804098,10.1007/s00429-012-0475-5,10.1523/JNEUROSCI.0123-13.2013,Predictions not commands: Active inference in the motor system,Bradykinin controls pool size of sensory neurons expressing functional delta-opioid receptors
1708,PMC3536945,PMC3627851,22965826,23196857,10.1007/s10548-012-0255-9,10.1007/s10461-012-0356-1,"A novel method for reducing the effect of tonic muscle activity on the gamma band of the scalp EEG, DOI: 10.1007/s10548-012-0255-9",
1709,PMC3215872,PMC3633780,21964949,23494223,10.1007/s00223-011-9532-y,10.1007/s11357-011-9316-3,Influence of Polymorphisms in the RANKL/RANK/OPG Signaling Pathway on Volumetric Bone Mineral Density and Bone Geometry at the Forearm in Men,"Adherence to antiretroviral therapy and clinical outcomes among young adults reporting high-risk sexual behavior, including men who have sex with men, in coastal Kenya."
1710,PMC3505551,PMC3475971,22986921,22918538,10.1007/s00441-012-1490-9,10.1007/s00216-012-6335-6,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.
1711,PMC3673662,PMC3778840,23238614,23615932,10.1378/chest.12-1187,10.1007/s00737-013-0353-z,Synthetic response of stimulated respiratory epithelium: modulation by prednisolone and iKK2 inhibition,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS)
1712,PMC3378987,PMC3847282,22709703,24085518,10.1016/j.jand.2011.11.013,10.1007/s10522-013-9457-0,Parent support and parent mediated behaviours are associated with children's sugary beverage consumption,Shared Ageing Research Models (ShARM): A new facility to support ageing
1713,PMC3841451,PMC3764326,24285889,23559403,10.1523/jneurosci.2414-13.2013,10.1007/s10544-013-9759-7,Auditory artificial grammar learing in macaque and marmoset monkeys,Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor
1714,PMC3494454,,22547656,,10.1177/0956797611431693,,Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus"
1715,PMC3245852,PMC3955487,22090509,23225165,10.1523/jneurosci.2505-11.2011,10.1007/s12104-012-9447-1,A distinct contribution of short wavelength sensitive cones to light evoked activity in the mouse pretectal olivary nucleus (PON),"Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum"
1716,PMC3655688,PMC3637647,23595763,23129312,10.1523/jneurosci.6267-11.2013,10.1007/s00429-012-0475-5,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex,Predictions not commands: Active inference in the motor system
1717,PMC3657347,PMC3536945,23361337,22965826,10.1007/s00381-013-2036-5,10.1007/s10548-012-0255-9,The tympanic membrane displacement analyzer for monitoring intracranial pressure in children,"A novel method for reducing the effect of tonic muscle activity on the gamma band of the scalp EEG, DOI: 10.1007/s10548-012-0255-9"
1718,PMC3951829,PMC3215872,23739958,21964949,10.1523/jneurosci.0269-13.2013,10.1007/s00223-011-9532-y,Spinal Commissural Connections to Motorneurons controlling the primate hand and wrist,Influence of Polymorphisms in the RANKL/RANK/OPG Signaling Pathway on Volumetric Bone Mineral Density and Bone Geometry at the Forearm in Men
1719,PMC3724995,PMC3505551,23804109,22986921,10.1523/jneurosci.5669-12.2013,10.1007/s00441-012-1490-9,The temporal evolution of feedback gains rapidly update to task demands,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice
1720,PMC3837203,PMC3673662,24273391,23238614,10.1017/S0963926813000394,10.1378/chest.12-1187,"Leisure, economy and colonial urbanism: Darjeeling, 1835-1930",Synthetic response of stimulated respiratory epithelium: modulation by prednisolone and iKK2 inhibition
1721,PMC3797367,PMC3378987,24133248,22709703,10.1523/jneurosci.1026-13.2013,10.1016/j.jand.2011.11.013,alpha2delta-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage,Parent support and parent mediated behaviours are associated with children's sugary beverage consumption
1722,unknown,PMC3841451,unknown,24285889,unknown,10.1523/JNEUROSCI.2414-13.2013,Oxidized lipids and vascular inflammation,Auditory artificial grammar learing in macaque and marmoset monkeys
1723,PMC3928105,PMC3494454,23192429,22547656,10.1189/jlb.0712324,10.1177/0956797611431693,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-B,Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study
1724,PMC3837541,PMC3245852,23129788,22090509,10.1177/1742395312464663,10.1523/JNEUROSCI.2505-11.2011,Translating new knowledge into practices: reconceptualising stroke as an emergency condition,A distinct contribution of short wavelength sensitive cones to light evoked activity in the mouse pretectal olivary nucleus (PON)
1725,PMC3837542,PMC3655688,23239756,23595763,10.1177/1742395312466903,10.1523/JNEUROSCI.6267-11.2013,Just give me the best quality of life questionnaire': the Karnofsky scale and the history of quality of life measurements in cancer trials.,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex
1726,PMC3837544,PMC3657347,23172888,23361337,10.1177/1742395312467658,10.1007/s00381-013-2036-5,"The Hamilton Rating Scale for Depression: The making of a gold standard and the unmaking of a chronic illness, 1960-1980",The tympanic membrane displacement analyzer for monitoring intracranial pressure in children
1727,PMC3593678,PMC3951829,23426678,23739958,10.1523/jneurosci.2761-12.2013,10.1523/JNEUROSCI.0269-13.2013,Serotonin modulates striatal responses to fairness and retaliation in humans,Spinal Commissural Connections to Motorneurons controlling the primate hand and wrist
1728,PMC3676539,PMC3724995,23719817,23804109,10.1523/jneurosci.5689-12.2013,10.1523/JNEUROSCI.5669-12.2013,Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells,The temporal evolution of feedback gains rapidly update to task demands
1729,PMC3601669,PMC3837203,23447590,24273391,10.1523/jneurosci.4989-12.2013,10.1017/S0963926813000394,GABA(B) receptors regulate extrasynaptic GABA(A) receptors,"Leisure, economy and colonial urbanism: Darjeeling, 1835-1930"
1730,PMC3639404,PMC3797367,23641203,24133248,10.3389/fnsys.2013.00011,10.1523/JNEUROSCI.1026-13.2013,A unified framework for the organisation of the primate auditory cortex,alpha2delta-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage
1731,PMC3513931,,21531876,,10.1189/jlb.1210702,,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans,Oxidized lipids and vascular inflammation
1732,PMC3747673,PMC3928105,23970849,23192429,10.3389/fnins.2013.00146,10.1189/jlb.0712324,The chronometry of risk processing in the human cortex,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-B
1733,PMC3738845,PMC3837541,23652843,23129788,10.1007/s00330-013-2840-z,10.1177/1742395312464663,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance,Translating new knowledge into practices: reconceptualising stroke as an emergency condition
1734,PMC3745826,PMC3837542,23371752,23239756,10.1007/s00221-013-3419-2,10.1177/1742395312466903,Cue integration and the perception of action in intentional binding,Just give me the best quality of life questionnaire': the Karnofsky scale and the history of quality of life measurements in cancer trials.
1735,PMC3564995,PMC3837544,23390611,23172888,10.1534/g3.112.004820,10.1177/1742395312467658,How to design a genetic mating scheme: a basic training package for Drosophila genetics,"The Hamilton Rating Scale for Depression: The making of a ""gold standard"" and the unmaking of a chronic illness, 1960-1980"
1736,unknown,PMC3593678,unknown,23426678,unknown,10.1523/JNEUROSCI.2761-12.2013,Use of antibiotic prophylaxis in elective inguinal hernia repair in adults in London and south-east England: a cross sectional survey,Serotonin modulates striatal responses to fairness and retaliation in humans
1737,PMC3710569,PMC3676539,23644721,23719817,10.1007/s00251-013-0705-x,10.1523/JNEUROSCI.5689-12.2013,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV),Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells
1738,PMC3824577,PMC3601669,23974321,23447590,10.1007/s00251-013-0724-7,10.1523/JNEUROSCI.4989-12.2013,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population,GABA(B) receptors regulate extrasynaptic GABA(A) receptors
1739,PMC3625409,PMC3639404,23471223,23641203,10.1007/s00011-013-0605-4,10.3389/fnsys.2013.00011,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus,A unified framework for the organisation of the primate auditory cortex
1740,PMC3755220,PMC3513931,23677767,21531876,10.1007/s10802-013-9744-x,10.1189/jlb.1210702,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans
1741,PMC3586169,PMC3747673,23400772,23970849,10.1007/s13361-012-0544-2,10.3389/fnins.2013.00146,Cloned Defective Interfering Influenza Virus Protects Ferrets from Pandemic 2009 Influenza A Virus and Allows Protective Immunity to Be Established,The chronometry of risk processing in the human cortex
1742,PMC3676640,PMC3738845,22653549,23652843,10.1007/s10803-012-1556-2,10.1007/s00330-013-2840-z,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance
1743,unknown,PMC3745826,unknown,23371752,unknown,10.1007/s00221-013-3419-2,Factor Structure of Autism Traits in children with ADHD,Cue integration and the perception of action in intentional binding
1744,unknown,PMC3564995,unknown,23390611,unknown,10.1534/g3.112.004820,AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels,How to design a genetic mating scheme: a basic training package for Drosophila genetics
1745,PMC3508276,PMC3788180,23188397,23543332,10.1007/s11673-012-9407-6,10.1007/s10029-013-1061-3,Textual Practices in the Craft of Bioethics Cases,Use of antibiotic prophylaxis in elective inguinal hernia repair in adults in London and south-east England: a cross sectional survey
1746,PMC3662417,PMC3710569,23704797,23644721,10.1007/s10867-013-9313-0,10.1007/s00251-013-0705-x,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV)
1747,PMC344470,PMC3824577,14766845,23974321,10.1128/jcm.42.2.734-740.2004,10.1007/s00251-013-0724-7,Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction.,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population
1748,PMC3650242,PMC3625409,23179855,23471223,10.1007/s10827-012-0431-7,10.1007/s00011-013-0605-4,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus
1749,PMC3109261,PMC3755220,21445611,23677767,10.1007/s10545-011-9294-8,10.1007/s10802-013-9744-x,Structural basis of fumarate hydratase deficiency,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.
1750,PMC3695676,PMC3586169,23756766,23400772,10.1007/s00109-013-1006-4,10.1007/s13361-012-0544-2,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics
1751,PMC3539454,PMC3676640,22345357,22653549,10.1093/cercor/bhs024,10.1007/s10803-012-1556-2,Image-invariant responses in face-selective regions do not explain the perceptual advantage for familiar face recognition.,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD
1752,PMC3664183,,23474851,,10.1007/s00702-013-1003-3,,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,Factor Structure of Autism Traits in children with ADHD
1753,PMC3764324,,23881105,23575945,10.1007/s00415-013-7044-6,10.1007/s10863-013-9509-9,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels
1754,PMC3642358,PMC3508276,23400501,23188397,10.1007/s00415-013-6860-z,10.1007/s11673-012-9407-6,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,Textual Practices in the Craft of Bioethics Cases
1755,unknown,PMC3662417,unknown,23704797,unknown,10.1007/s10867-013-9313-0,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism
1756,PMC3691478,PMC344470,20232210,14766845,10.1007/s00415-010-5511-x,10.1128/JCM.42.2.734-740.2004,Copper deficiency myeopathy,Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction.
1757,PMC3214239,PMC3650242,21826534,23179855,10.1007/s10162-011-0284-1,10.1007/s10827-012-0431-7,The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials
1758,PMC3463788,PMC3109261,22847376,21445611,10.1007/s00335-012-9409-z,10.1007/s10545-011-9294-8,Association studies in outbred mice in a new era of full-genome sequencing,Structural basis of fumarate hydratase deficiency
1759,PMC3608890,PMC3695676,23543136,23756766,10.1007/s11306-012-0469-6,10.1007/s00109-013-1006-4,Targeted Metabolomics Metabolomic Profiles Are Strongly Correlated with Nutritional Patterns in Women,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo
1760,PMC3634978,PMC3539454,23483428,22345357,10.1007/s11010-013-1613-y,10.1093/cercor/bhs024,"Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain",Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129
1761,PMC3569589,PMC3664183,23224213,23474851,10.1007/s10048-012-0350-9,10.1007/s00702-013-1003-3,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein
1762,PMC3722452,PMC3764324,23417655,23881105,10.1007/s12021-013-9178-1,10.1007/s00415-013-7044-6,PRoNTo: Pattern Recognition for Neuroimaging Toolbox,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment
1763,PMC3650253,PMC3642358,23292638,23400501,10.1007/s12017-012-8216-8,10.1007/s00415-013-6860-z,Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease
1764,PMC3777188,,23644877,,10.1007/s00198-013-2371-0,,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences
1765,unknown,PMC3691478,unknown,20232210,unknown,10.1007/s00415-010-5511-x,Kv1 and Kir2 potassium channels are expressed in rat brain endothelial cells,Copper deficiency myeopathy
1766,PMC3696465,PMC3214239,23291709,21826534,10.1007/s00424-012-1199-3,10.1007/s10162-011-0284-1,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch
1767,PMC3676742,PMC3463788,23407782,22847376,10.1007/s00213-013-3010-3,10.1007/s00335-012-9409-z,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,Association studies in outbred mice in a new era of full-genome sequencing
1768,PMC3636441,PMC3608890,23299096,23543136,10.1007/s00213-012-2952-1,10.1007/s11306-012-0469-6,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,Targeted Metabolomics Metabolomic Profiles Are Strongly Correlated with Nutritional Patterns in Women
1769,PMC3824307,PMC3634978,23681165,23483428,10.1007/s00213-013-3141-6,10.1007/s11010-013-1613-y,"Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD","Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain"
1770,PMC3489778,PMC3569589,22897899,23224213,10.1186/1477-7827-10-56,10.1007/s10048-012-0350-9,Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.
1771,PMC3824936,PMC3722452,24273450,23417655,10.1007/s12522-013-0155-z,10.1007/s12021-013-9178-1,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes,PRoNTo: Pattern Recognition for Neuroimaging Toolbox
1772,PMC3496546,PMC3650253,23053395,23292638,10.1007/s00281-012-0348-2,10.1007/s12017-012-8216-8,Trichuris muris: a model of gastrointestinal parasite infection,Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia
1773,PMC3405234,PMC3777188,22033632,23644877,10.1007/s00127-011-0440-2,10.1007/s00198-013-2371-0,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing
1774,PMC3529206,,22752108,18026984,10.1007/s00127-012-0538-1,10.1007/s00424-007-0377-1,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",Kv1 and Kir2 potassium channels are expressed in rat brain endothelial cells
1775,PMC3781335,PMC3696465,24068983,23291709,10.3389/fnmol.2013.00026,10.1007/s00424-012-1199-3,"Improved genetically-encoded, FlincG-type fluorescent biosensors for neural cGMP imaging","A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2"
1776,PMC3597274,PMC3676742,23111769,23407782,10.1007/s00127-012-0614-6,10.1007/s00213-013-3010-3,"Abuse and other correlates of Common Mental Disorders in Youth: a Cross-Sectional study in Goa, India",Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats
1777,PMC3405234,PMC3636441,22033632,23299096,10.1007/s00127-011-0440-2,10.1007/s00213-012-2952-1,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics
1778,PMC3529206,PMC3824307,22752108,23681165,10.1007/s00127-012-0538-1,10.1007/s00213-013-3141-6,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.","Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD"
1779,PMC3782642,PMC3489778,23644723,22897899,10.1007/s00127-013-0695-x,10.1186/1477-7827-10-56,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis,Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle
1780,PMC3508281,PMC3824936,22286399,24273450,10.1007/s11250-012-0085-5,10.1007/s12522-013-0155-z,"Low prevalence of bovine tuberculosis in Somali pastoral livestock, southeast Ethiopia",Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes
1781,PMC3599165,PMC3496546,23435644,23053395,10.1007/s00240-013-0546-y,10.1007/s00281-012-0348-2,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?,Trichuris muris: a model of gastrointestinal parasite infection
1782,PMC3613944,PMC3405234,22519913,22033632,10.1080/09540121.2012.668166,10.1007/s00127-011-0440-2,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.",Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.
1783,PMC3687248,PMC3529206,23745635,22752108,10.1080/09540121.2012.748171,10.1007/s00127-012-0538-1,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India."
1784,PMC3590645,PMC3781335,22624868,24068983,10.1080/09540121.2012.687812,10.3389/fnmol.2013.00026,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities,"Improved genetically-encoded, FlincG-type fluorescent biosensors for neural cGMP imaging"
1785,PMC3613944,PMC3597274,22519913,23111769,10.1080/09540121.2012.668166,10.1007/s00127-012-0614-6,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.","Abuse and other correlates of Common Mental Disorders in Youth: a Cross-Sectional study in Goa, India"
1786,PMC3687248,PMC3405234,23745635,22033632,10.1080/09540121.2012.748171,10.1007/s00127-011-0440-2,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.
1787,PMC3590646,PMC3529206,23486311,22752108,10.1080/21507740.2012.740141,10.1007/s00127-012-0538-1,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India"
1788,PMC3590646,PMC3782642,23486311,23644723,10.1080/21507740.2012.740141,10.1007/s00127-013-0695-x,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis
1789,PMC4214402,PMC3508281,25400300,22286399,10.1080/0067270x.2013.843258,10.1007/s11250-012-0085-5,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier,"Low prevalence of bovine tuberculosis in Somali pastoral livestock, southeast Ethiopia"
