"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Publication Date","Electronic Publication Date","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Notes","Fulltext in EPMC?","XML Fulltext?","Author Manuscript?","Ahead of Print?","Open Access?","Licence","Licence source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Grant 1","Agency 1","PI 1","Grant 2","Agency 2","PI 2","Grant 3","Agency 3","PI 3","Grant 4","Agency 4","PI 4","Grant 5","Agency 5","PI 5","Grant 6","Agency 6","PI 6","Grant 7","Agency 7","PI 7","Grant 8","Agency 8","PI 8","Grant 9","Agency 9","PI 9","Grant 10","Agency 10","PI 10","Grant 11","Agency 11","PI 11","Grant 12","Agency 12","PI 12","Grant 13","Agency 13","PI 13","Grant 14","Agency 14","PI 14","Grant 15","Agency 15","PI 15","Grant 16","Agency 16","PI 16","Grant 17","Agency 17","PI 17","Grant 18","Agency 18","PI 18","Grant 19","Agency 19","PI 19","Grant 20","Agency 20","PI 20","Grant 21","Agency 21","PI 21","Grant 22","Agency 22","PI 22","Grant 23","Agency 23","PI 23","Grant 24","Agency 24","PI 24","Grant 25","Agency 25","PI 25","Grant 26","Agency 26","PI 26","Grant 27","Agency 27","PI 27","Grant 28","Agency 28","PI 28","Grant 29","Agency 29","PI 29","Grant 30","Agency 30","PI 30","Grant 31","Agency 31","PI 31","Grant 32","Agency 32","PI 32","Grant 33","Agency 33","PI 33","Grant 34","Agency 34","PI 34","Grant 35","Agency 35","PI 35","Grant 36","Agency 36","PI 36","Grant 37","Agency 37","PI 37","Grant 38","Agency 38","PI 38","Grant 39","Agency 39","PI 39","Grant 40","Agency 40","PI 40","Grant 41","Agency 41","PI 41","Grant 42","Agency 42","PI 42","Grant 43","Agency 43","PI 43","Grant 44","Agency 44","PI 44","Grant 45","Agency 45","PI 45","Grant 46","Agency 46","PI 46","Grant 47","Agency 47","PI 47","Grant 48","Agency 48","PI 48","Grant 49","Agency 49","PI 49","Grant 50","Agency 50","PI 50","Grant 51","Agency 51","PI 51","Grant 52","Agency 52","PI 52","Grant 53","Agency 53","PI 53","Grant 54","Agency 54","PI 54","Grant 55","Agency 55","PI 55","Grant 56","Agency 56","PI 56","Grant 57","Agency 57","PI 57","Grant 58","Agency 58","PI 58","Grant 59","Agency 59","PI 59","Grant 60","Agency 60","PI 60","Grant 61","Agency 61","PI 61","Grant 62","Agency 62","PI 62","Grant 63","Agency 63","PI 63","Grant 64","Agency 64","PI 64","Grant 65","Agency 65","PI 65","Grant 66","Agency 66","PI 66","Grant 67","Agency 67","PI 67","Grant 68","Agency 68","PI 68","Grant 69","Agency 69","PI 69","Grant 70","Agency 70","PI 70","Grant 71","Agency 71","PI 71","Grant 72","Agency 72","PI 72","Grant 73","Agency 73","PI 73","Grant 74","Agency 74","PI 74","Grant 75","Agency 75","PI 75","Grant 76","Agency 76","PI 76","Grant 77","Agency 77","PI 77","Grant 78","Agency 78","PI 78","Grant 79","Agency 79","PI 79","Grant 80","Agency 80","PI 80","Grant 81","Agency 81","PI 81","Grant 82","Agency 82","PI 82","Grant 83","Agency 83","PI 83","Grant 84","Agency 84","PI 84","Grant 85","Agency 85","PI 85","Grant 86","Agency 86","PI 86","Grant 87","Agency 87","PI 87","Grant 88","Agency 88","PI 88","Grant 89","Agency 89","PI 89","Grant 90","Agency 90","PI 90","Grant 91","Agency 91","PI 91","Grant 92","Agency 92","PI 92","Grant 93","Agency 93","PI 93","Grant 94","Agency 94","PI 94","Grant 95","Agency 95","PI 95","Grant 96","Agency 96","PI 96","Grant 97","Agency 97","PI 97","Grant 98","Agency 98","PI 98","Grant 99","Agency 99","PI 99","Grant 100","Agency 100","PI 100","Grant 101","Agency 101","PI 101","Grant 102","Agency 102","PI 102","Grant 103","Agency 103","PI 103","Grant 104","Agency 104","PI 104","Compliance Processing Output"
"","PMC3652708","23741086","10.1177/0952695112473619","SAGE Publications","History of the human sciences","0952-6951, 1461-720X","Making the cut: the production of 'self-harm' in post-1945 Anglo-Saxon psychiatry","2013 Apr","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3757918","24014081","10.1177/0952695113484320","SAGE Publications","History of the human sciences","0952-6951, 1461-720X","How autism became autism: the radical transformation of a central concept of child development in Britain","2013 Jul","Unavailable","","","","","","","TRUE","FALSE","TRUE","not applicable","FALSE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","077889","Wellcome Trust","Dr BL Evans","086071","Wellcome Trust","Prof B Hurwitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, returned Y_IN_EPMC_API
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 086071 via Grist API
Found Grant PI for 077889 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","","unknown","10.1177/0265691413479085","SAGE Publications","European History Quarterly","0265-6914","Images and Meaning - Making in a World of Resemblance: The Bavarian-Saxon Kidney Stone Affair of 1580.","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",1,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added publisher name from Crossref
Added ISSN from Crossref
Added journal title from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3865968","24069913","10.1017/mdh.2013.63","Cambridge University Press (CUP)","Medical history","0025-7273, 2048-8343","International health and the limits of its global influence: Bhutan and the worldwide smallpox eradication","2013 Oct","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3542187","23326615","10.1371/journal.pntd.0001992","Public Library of Science (PLoS)","PLoS neglected tropical diseases","1935-2727, 1935-2735","The Research Council System and The Politics of Medical and Agricultural Research for the British Colonial Empire 1940-1952","2013 ","2013-01-10","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc-by","epmc_xml_permissions","oa",1,"TRUE","TRUE","069169","Wellcome Trust","Dr DAO Courtenay","036365","Wellcome Trust","unknown","unknown","Biotechnology and Biological Sciences Research Council","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Added DOI from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for 069169 via Grist API
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3865946","24069886","10.1017/mdh.2013.20","Cambridge University Press (CUP)","Medical history","0025-7273, 2048-8343","A Textbook Pattern? Malarai Eradication and Control, Jamaica 1910-1965","2013 Jul","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3483757","23112383","10.1017/mdh.2012.30","Cambridge University Press (CUP)","Medical history","0025-7273, 2048-8343","Mrs Killer and Dr Crook: birth attendants and birth outcomes in early twentieth century Derbyshire","2012 Oct","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","non-standard-licence","epmc_xml_permissions","hybrid",1,"FALSE","FALSE","unknown","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3566749","23393403","10.1017/mdh.2012.81","Cambridge University Press (CUP)","Medical history","0025-7273, 2048-8343","I've Never Found Doctors to be a Difficult Bunch': Doctors, Managers and NHS Reorganisations in Manchester and Salford, 1948-2007","2013 Jan","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","non-standard-licence","epmc_xml_permissions","hybrid",1,"FALSE","FALSE","079984","Wellcome Trust","Prof MR Worboys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 079984 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3606566","23519796","10.1107/s1744309113002352","International Union of Crystallography (IUCr)","Acta crystallographica. Section F, Structural biology and crystallization communications","1744-3091","Structure of Pseudomonas aeruginosa inosine 5'-monophosphate dehydrogenase","2013 Mar","2013-02-22","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","083481","Wellcome Trust","Professor Alan Fairlamb","094090","Wellcome Trust","Prof William Hunter","082596","Wellcome Trust","Prof William Hunter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Added DOI from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Could not find DOI in CORE
Found Grant PI for 082596 via Grist API
Found Grant PI for 094090 via Grist API
Found Grant PI for 083481 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3668577","23722836","10.1107/s174430911301292x","International Union of Crystallography (IUCr)","Acta crystallographica. Section F, Structural biology and crystallization communications","1744-3091","Structure of diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase from Acinetobacter baumannii.","2013 Jun","2013-05-23","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","083481","Wellcome Trust","Professor Alan Fairlamb","094090","Wellcome Trust","Prof William Hunter","082596","Wellcome Trust","Prof William Hunter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Added DOI from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Could not find DOI in CORE
Found Grant PI for 082596 via Grist API
Found Grant PI for 094090 via Grist API
Found Grant PI for 083481 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3977578","23072351","10.1021/ac302223s","American Chemical Society (ACS)","Analytical chemistry","0003-2700, 1520-6882","Amphipathic polymers facilitate the study of functional membrane in the gas phase","2012 Nov","2012-10-29","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","non-standard-licence","epmc_xml_permissions","hybrid",1,"FALSE","FALSE","094232/Z/10/Z","Wellcome Trust","Professor PG Stockley","BB/F01614X/1","Biotechnology and Biological Sciences Research Council","unknown","BB/E012558/1","Biotechnology and Biological Sciences Research Council","Professor AE Ashcroft","BB/526502/1","Biotechnology and Biological Sciences Research Council","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 094232 via Grist API
Found Grant PI for BB/E012558/1 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3374517","22691792","10.1107/s1744309112010330","International Union of Crystallography (IUCr)","Acta crystallographica. Section F, Structural biology and crystallization communications","1744-3091","Crystallization and preliminary crystallographic analysis of the major capsid proteins VP16 and VP17 of bacteriophage P23-77","2012 May","2012-04-21","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","090532","Wellcome Trust","Professor Peter Donnelly","075491/Z/04","Wellcome Trust","Professor Anthony Monaco","unknown","Medical Research Council","unknown","G1000099","Medical Research Council","Professor David Stuart","G1100525","Medical Research Council","Professor David Stuart","FP7_227764","European Commission FP7","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Added DOI from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 075491 via Grist API
Found Grant PI for 090532 via Grist API
Tried but failed to find Grant PI via Grist API
Found Grant PI for G1000099 via Grist API
Found Grant PI for G1100525 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","","unknown","10.1017/S0001972013000442","Cambridge University Press (CUP)","Africa","0001-9720","Stuck in ruins, or up and coming?","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",1,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added publisher name from Crossref
Added ISSN from Crossref
Added journal title from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","","unknown","10.1017/S0001972013000454","Cambridge University Press (CUP)","Africa","0001-9720","Pharmacy, money and public health in Dakar.","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",1,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added publisher name from Crossref
Added ISSN from Crossref
Added journal title from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","","unknown","10.1017/S0001972013000478","Cambridge University Press (CUP)","Africa","0001-9720","Tarmacking in the milleninum city: spatial and temporal tralectories of empowerment in Kenya.","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",1,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added publisher name from Crossref
Added ISSN from Crossref
Added journal title from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
